;province;county;county_cn;dq6
14;Neimenggu;AERSHAN;????;152202
14;Neimenggu;KEERQINYOUYIQIAN;???????;152221
14;Neimenggu;KEERQINYOUYIZHONG;???????;152222
14;Neimenggu;ZHALAITE;????;152223
14;Neimenggu;TUQUAN;???;152224
14;Neimenggu;ERLIANHAOTE;?????;152501
14;Neimenggu;XILINHAOTE;?????;152502
14;Neimenggu;ABAGA;????;152522
14;Neimenggu;SUNITEZUO;?????;152523
14;Neimenggu;SUNITEYOU;?????;152524
14;Neimenggu;DONGWUZHUMUQIN;??????;152525
14;Neimenggu;XIWUZHUMUQIN;??????;152526
14;Neimenggu;TAIPUSI;????;152527
14;Neimenggu;XIANGHUANG;???;152528
14;Neimenggu;ZHENGXIANGBAI;????;152529
14;Neimenggu;ZHENGLAN;???;152530
14;Neimenggu;DUOLUN;???;152531
14;Neimenggu;JINING;???;152601
14;Neimenggu;FENGZHEN;???;152602
14;Neimenggu;ZHUOZI;???;152624
14;Neimenggu;HUADE;???;152625
14;Neimenggu;SHANGDU;???;152626
14;Neimenggu;XINGHE;???;152627
14;Neimenggu;LIANGCHENG;???;152629
14;Neimenggu;CHAHAERYOUYIQIAN;???????;152630
14;Neimenggu;CHAHAERYOUYIZHONG;???????;152631
14;Neimenggu;CHAHAERYOUYIHOU;???????;152632
14;Neimenggu;SIZIWANG;????;152634
14;Neimenggu;DONGSHENG;???;152701
14;Neimenggu;DALATE;????;152722
14;Neimenggu;ZHUNGEER;????;152723
14;Neimenggu;ETUOKEQIAN;?????;152724
14;Neimenggu;ETUOKE;????;152725
14;Neimenggu;HANGJIN;???;152726
14;Neimenggu;WUSHEN;???;152727
14;Neimenggu;YIJINHUOLUO;?????;152728
14;Neimenggu;LINHE;???;152801
14;Neimenggu;WUYUAN;???;152822
14;Neimenggu;DENGKOU;???;152823
14;Neimenggu;WULATEQIAN;?????;152824
14;Neimenggu;WULATEZHONG;?????;152825
14;Neimenggu;WULATEHOU;?????;152826
14;Neimenggu;HANGJINHOU;????;152827
14;Neimenggu;ALASHA NZUO;?????;152921
14;Neimenggu;ALASHANYOU;?????;152922
14;Neimenggu;EJINA;????;152923
15;Fujian;GULOU;???;350102
15;Fujian;TAIJIANG;???;350103
15;Fujian;CANGSHAN;???;350104
15;Fujian;MAWEI;???;350105
15;Fujian;JINAN;???;350111
15;Fujian;MINHOU;???;350121
15;Fujian;LIANJIANG;???;350122
15;Fujian;LUOYUAN;???;350123
15;Fujian;MINQING;???;350124
15;Fujian;YONGTAI;???;350125
15;Fujian;PINGTAN;???;350128
15;Fujian;FUQING;???;350181
15;Fujian;CHANGLE;???;350182
15;Fujian;GULANGYU;????;350202
15;Fujian;SIMING;???;350203
15;Fujian;KAIYUAN;???;350204
15;Fujian;XINGLIN;???;350205
15;Fujian;HULI;???;350206
15;Fujian;JIMEI;???;350211
15;Fujian;TONGAN;???;350212
15;Fujian;CHENGXIANG;???;350302
15;Fujian;HANJIANG;???;350303
15;Fujian;PUTIAN;???;350321
15;Fujian;XIANYOU;???;350322
15;Fujian;MEILIE;???;350402
15;Fujian;SANYUAN;???;350403
15;Fujian;MINGXI;???;350421
15;Fujian;QINGLIU;???;350423
15;Fujian;NINGHUA;???;350424
15;Fujian;DATIAN;???;350425
15;Fujian;YOUXI;???;350426
15;Fujian;SHAXIAN;??;350427
15;Fujian;JIANGLE;???;350428
15;Fujian;TAINING;???;350429
15;Fujian;JIANNING;???;350430
15;Fujian;YONGAN;???;350481
15;Fujian;LICHENG;???;350502
15;Fujian;FENGZE;???;350503
15;Fujian;LUOJIANG;???;350504
15;Fujian;QUANGANG;???;350505
15;Fujian;HUIAN;???;350521
15;Fujian;ANXI;???;350524
15;Fujian;YONGCHUN;???;350525
15;Fujian;DEHUA;???;350526
15;Fujian;SHISHI;???;350581
15;Fujian;JINJIANG;???;350582
15;Fujian;NANAN;???;350583
15;Fujian;XIANGCHENG;???;350602
15;Fujian;LONGWEN;???;350603
15;Fujian;YUNXIAO;???;350622
15;Fujian;ZHANGPU;???;350623
15;Fujian;ZHAOAN;???;350624
15;Fujian;CHANGTAI;???;350625
15;Fujian;DONGSHAN;???;350626
15;Fujian;NANJING;???;350627
15;Fujian;PINGHE;???;350628
15;Fujian;HUAAN;???;350629
15;Fujian;LONGHAI;???;350681
15;Fujian;YANPING;???;350702
15;Fujian;SHUNCHANG;???;350721
15;Fujian;PUCHENG;???;350722
15;Fujian;GUANGZE;???;350723
15;Fujian;SONGXI;???;350724
15;Fujian;ZHENGHE;???;350725
15;Fujian;SHAOWU;???;350781
15;Fujian;WUYISHAN;????;350782
15;Fujian;JIANOU;???;350783
15;Fujian;JIANYANG;???;350784
15;Fujian;XINLUO;???;350802
15;Fujian;CHANGTING;???;350821
15;Fujian;YONGDING;???;350822
15;Fujian;SHANGHANG;???;350823
15;Fujian;WUPING;???;350824
15;Fujian;LIANCHENG;???;350825
15;Fujian;ZHANGPING;???;350881
15;Fujian;JIAOCHENG;???;350902
15;Fujian;XIAPU;???;350921
15;Fujian;GUTIAN;???;350922
15;Fujian;PINGNAN;???;350923
15;Fujian;SHOUNING;???;350924
15;Fujian;ZHOUNING;???;350925
15;Fujian;ZHERONG;???;350926
15;Fujian;FUAN;???;350981
15;Fujian;FUDING;???;350982
16;Henan;ZHONGYUANQU;???;410102
16;Henan;ERQIQU;???;410103
16;Henan;GUANCHENGHUIZUQU;?????;410104
16;Henan;JINSHUIQU;???;410105
16;Henan;SHANGJIEQU;???;410106
16;Henan;MANGSHANQU;???;410108
16;Henan;ZHONGMU;???;410122
16;Henan;GONGYI;???;410181
16;Henan;XINGYANG;???;410182
16;Henan;XINMI;???;410183
16;Henan;XINZHENG;???;410184
16;Henan;DENGFENG;???;410185
16;Henan;LONGTINGQU;???;410202
16;Henan;SHUNHEHUIZUQU;?????;410203
16;Henan;GULOUQU;???;410204
16;Henan;NANGUANQU;???;410205
16;Henan;KAIFENG JIAOQU;????;410211
16;Henan;QIXIAN;??;410221
16;Henan;TONGXU;???;410222
16;Henan;WEISHI;???;410223
16;Henan;KAIFENG;???;410224
16;Henan;LANKAO;???;410225
16;Henan;LUOYANGLAOCHENGQU;?????;410302
16;Henan;XIGONGQU;???;410303
16;Henan;CHANHEHUIZUQU;?????;410304
16;Henan;JIANXIQU;???;410305
16;Henan;JILIQU;???;410306
16;Henan;LUOLONGQU;???;410307
16;Henan;MENGJIN;???;410322
16;Henan;XINAN;???;410323
16;Henan;LUANCHUAN;???;410324
16;Henan;SONGXIAN;??;410325
16;Henan;RUYANG;???;410326
16;Henan;YIYANG;???;410327
16;Henan;LUONING;???;410328
16;Henan;YICHUAN;???;410329
16;Henan;YANSHI;???;410381
16;Henan;XINHUAQU;???;410402
16;Henan;WEIDONGQU;???;410403
16;Henan;SHILONGQU;???;410404
16;Henan;ZHANHEQU;???;410411
16;Henan;BAOFENG;???;410421
16;Henan;YEXIAN;??;410422
16;Henan;LUSHAN;???;410423
16;Henan;JIAXIAN;??;410425
16;Henan;WUGANG;???;410481
16;Henan;RUZHOU;???;410482
16;Henan;WENFENGQU;???;410502
16;Henan;BEIGUANQU;???;410503
16;Henan;TIEXIQU;???;410504
16;Henan;ANYANG JIAOQU;????;410511
16;Henan;ANYANG;???;410522
16;Henan;TANGYIN;???;410523
16;Henan;HUAXIAN;??;410526
16;Henan;NEIHUANG;???;410527
16;Henan;LINZHOU;???;410581
16;Henan;HESHANQU;???;410602
16;Henan;HEBI SHANCHENGQU;?????;410603
16;Henan;HEBI JIAOQU;????;410611
16;Henan;JUNXIAN;??;410621
16;Henan;QIXIAN;??;410622
16;Henan;HONGQIQU;???;410702
16;Henan;XINHUAQU;???;410703
16;Henan;BEIZHANQU;???;410704
16;Henan;XINXIANG JIAOQU;????;410711
16;Henan;XINXIANG;???;410721
16;Henan;HUOJIA;???;410724
16;Henan;YUANYANG;???;410725
16;Henan;YANJIN;???;410726
16;Henan;FENGQIU;???;410727
16;Henan;CHANGYUAN;???;410728
16;Henan;WEIHUI;???;410781
16;Henan;HUIXIAN;???;410782
16;Henan;JIEFANGQU;???;410802
16;Henan;ZHONGZHANQU;???;410803
16;Henan;MACUNQU;???;410804
16;Henan;SHANYANGQU;???;410811
16;Henan;XIUWU;???;410821
16;Henan;BOAI;???;410822
16;Henan;WUZHI;???;410823
16;Henan;WENXIAN;??;410825
16;Henan;JIYUAN;???;410881
16;Henan;QINYANG;???;410882
16;Henan;MENGZHOU;???;410883
16;Henan;DISTRICTS;??;410902
16;Henan;QINGFENG;???;410922
16;Henan;NANLE;???;410923
16;Henan;FANXIAN;??;410926
16;Henan;TAIQIAN;???;410927
16;Henan;PUYANG;???;410928
16;Henan;WEIDUQU;???;411002
16;Henan;XUCHANG;???;411023
16;Henan;YANLING;???;411024
16;Henan;XIANGCHENG;???;411025
16;Henan;YUZHOU;???;411081
16;Henan;CHANGGE;???;411082
16;Henan;YUANHUIQU;???;411102
16;Henan;WUYANG;???;411121
16;Henan;LINYING;???;411122
16;Henan;YANCHENG;???;411123
16;Henan;HUBINQU;???;411202
16;Henan;MIANCHI;???;411221
16;Henan;SHANXIAN;??;411222
16;Henan;LUSHI;???;411224
16;Henan;YIMA;???;411281
16;Henan;LINGBAO;???;411282
16;Henan;WANCHENGQU;???;411302
16;Henan;WOLONGQU;???;411303
16;Henan;NANZHAO;???;411321
16;Henan;FANGCHENG;???;411322
16;Henan;XIXIA;???;411323
16;Henan;ZHENPING;???;411324
16;Henan;NEIXIANG;???;411325
16;Henan;XICHUAN;???;411326
16;Henan;SHEQI;???;411327
16;Henan;TANGHE;???;411328
16;Henan;XINYE;???;411329
16;Henan;TONGBAI;???;411330
16;Henan;DENGZHOU;???;411381
16;Henan;LIANGYUANQU;???;411402
16;Henan;SUIYANGQU;???;411403
16;Henan;MINQUAN;???;411421
16;Henan;SUIXIAN;??;411422
16;Henan;NINGLING;???;411423
16;Henan;ZHECHENG;???;411424
16;Henan;YUCHENG;???;411425
16;Henan;XIAYI;???;411426
16;Henan;YONGCHENG;???;411481
16;Henan;SHIHEQU;???;411502
16;Henan;PINQIAOQU;???;411503
16;Henan;LUOSHAN;???;411521
16;Henan;GUANGSHAN;???;411522
16;Henan;XINXIAN;??;411523
16;Henan;SHANGCHENG;???;411524
16;Henan;GUSHI;???;411525
16;Henan;HUANGCHUAN;???;411526
16;Henan;HUAIBIN;???;411527
16;Henan;XIXIAN;??;411528
16;Henan;CHUANHUIQU;???;411602
16;Henan;FUGOU;???;411621
16;Henan;XIHUA;???;411622
16;Henan;SHANGSHUI;???;411623
16;Henan;SHENQIU;???;411624
16;Henan;DANCHENG;???;411625
16;Henan;HUAIYANG;???;411626
16;Henan;TAIKANG;???;411627
16;Henan;LUYI;???;411628
16;Henan;XIANGCHENG;???;411681
16;Henan;YICHENGQU;???;411702
16;Henan;XIPING;???;411721
16;Henan;SHANGCAI;???;411722
16;Henan;PINGYU;???;411723
16;Henan;ZHENGYANG;???;411724
16;Henan;QUESHAN;???;411725
16;Henan;MIYANG;???;411726
16;Henan;RUNAN;???;411727
16;Henan;SUIPING;???;411728
16;Henan;XINCAI;???;411729
17;Lianoning;HEPING;???;210102
17;Lianoning;SHENHE;???;210103
17;Lianoning;DADONG;???;210104
17;Lianoning;HUANGGU;???;210105
17;Lianoning;TIEXI;???;210106
17;Lianoning;SUJIATUN;????;210111
17;Lianoning;DONGLING;???;210112
17;Lianoning;XINCHENGZI;????;210113
17;Lianoning;YUHONG;???;210114
17;Lianoning;LIAOZHONG;???;210122
17;Lianoning;KANGPING;???;210123
17;Lianoning;FAKU;???;210124
17;Lianoning;XINMIN;???;210181
17;Lianoning;ZHONGSHAN;???;210202
17;Lianoning;XIGANG;???;210203
17;Lianoning;SHAHEKOU;????;210204
17;Lianoning;GANJINGZI;????;210211
17;Lianoning;LVSHUNKOU;????;210212
17;Lianoning;JINZHOU;???;210213
17;Lianoning;CHANGHAI;???;210224
17;Lianoning;WAFANGDIAN;????;210281
17;Lianoning;PULANDIAN;????;210282
17;Lianoning;ZHUANGHE;???;210283
17;Lianoning;TIEDONG;???;210302
17;Lianoning;TIEXI;???;210303
17;Lianoning;LISHAN;???;210304
17;Lianoning;QIANSHAN;???;210311
17;Lianoning;TAIAN;???;210321
17;Lianoning;XIUYANMANZUZIZHIXIAN;???????;210323
17;Lianoning;HAICHENG;???;210381
17;Lianoning;XINFU;???;210402
17;Lianoning;DONGZHOU;???;210403
17;Lianoning;WANGHUA;???;210404
17;Lianoning;SHUNCHENG;???;210411
17;Lianoning;FUSHUN;???;210421
17;Lianoning;XINBINMANZUZIZHIXIAN;???????;210422
17;Lianoning;QINGYUANMANZUZIZHIXIAN;???????;210423
17;Lianoning;PINGSHAN;???;210502
17;Lianoning;XIHU;???;210503
17;Lianoning;MINGSHAN;???;210504
17;Lianoning;NANFEN;???;210505
17;Lianoning;BENXIMANZUZIZHIXIAN;???????;210521
17;Lianoning;HUANRENMANZUZIZHIXIAN;???????;210522
17;Lianoning;YUANBAO;???;210602
17;Lianoning;ZHENXING;???;210603
17;Lianoning;ZHENAN;???;210604
17;Lianoning;KUANDIANMANZUZIZHIXIAN;???????;210624
17;Lianoning;DONGGANG;???;210681
17;Lianoning;FENGCHENG;???;210682
17;Lianoning;GUTA;???;210702
17;Lianoning;LINGHE;???;210703
17;Lianoning;TAIHE;???;210711
17;Lianoning;HEISHAN;???;210726
17;Lianoning;YIXIAN;??;210727
17;Lianoning;LINGHAI;???;210781
17;Lianoning;BEINING;???;210782
17;Lianoning;ZHANQIAN;???;210802
17;Lianoning;XISHI;???;210803
17;Lianoning;BAYUQUAN;????;210804
17;Lianoning;LAOBIAN;???;210811
17;Lianoning;GAIZHOU;???;210881
17;Lianoning;DASHIQIAO;????;210882
17;Lianoning;HAIZHOU;???;210902
17;Lianoning;XINQIU;???;210903
17;Lianoning;TAIPING;???;210904
17;Lianoning;QINGHEMEN;????;210905
17;Lianoning;XIHE;???;210911
17;Lianoning;FUXINMENGGUZUZIZHIXIAN;????????;210921
17;Lianoning;ZHANGWU;???;210922
17;Lianoning;BAITA;???;211002
17;Lianoning;WENSHENG;???;211003
17;Lianoning;HONGWEI;???;211004
17;Lianoning;GONGCHANGLING;????;211005
17;Lianoning;TAIZIHE;????;211011
17;Lianoning;LIAOYANG;???;211021
17;Lianoning;DENGTA;???;211081
17;Lianoning;SHUANGTAIZI;????;211102
17;Lianoning;XINGLONGTAI;????;211103
17;Lianoning;DAWA;???;211121
17;Lianoning;PANSHAN;???;211122
17;Lianoning;YINZHOU;???;211202
17;Lianoning;QINGHE;???;211204
17;Lianoning;TIELING;???;211221
17;Lianoning;XIFENG;???;211223
17;Lianoning;CHANGTU;???;211224
17;Lianoning;TIEFA;???;211281
17;Lianoning;KAIYUAN;???;211282
17;Lianoning;SHUANGTA;???;211302
17;Lianoning;LONGCHENG;???;211303
17;Lianoning;CHAOYANG;???;211321
17;Lianoning;JIANPING;???;211322
17;Lianoning;KALAQINZUOYIMENGGUZUZIZHIXIAN;???????????;211324
17;Lianoning;BEIPIAO;???;211381
17;Lianoning;LINGYUAN;???;211382
17;Lianoning;LIANSHAN;???;211402
17;Lianoning;LONGGANG;???;211403
17;Lianoning;NANPIAO;???;211404
17;Lianoning;SUIZHONG;???;211421
17;Lianoning;JIANCHANG;???;211422
17;Lianoning;XINGCHENG;???;211481
18;Hainan;TONGSHEN;???;469001
18;Hainan;QIONGHAI;???;469002
18;Hainan;DANZHOU;???;469003
18;Hainan;QIONGSHAN;???;469004
18;Hainan;WENCHANG;???;469005
18;Hainan;WANNING;???;469006
18;Hainan;DONGFANG;???;469007
18;Hainan;DINGAN;???;469025
18;Hainan;TUNCHANG;???;469026
18;Hainan;CHENGMAI;???;469027
18;Hainan;LINGAO;???;469028
18;Hainan;BAISHALIZUZHZHIXIAN;???????;469030
18;Hainan;CHANGJIANGLIZUZHZHIXIAN;???????;469031
18;Hainan;LEDONGLIZUZHZHIXIAN;???????;469033
18;Hainan;LINGSHUILIZUZHZHIXIAN;???????;469034
18;Hainan;BAOTINGLIZUMIAOZUZHZHIXIAN;?????????;469035
18;Hainan;QIONGZHONGLIZUMIAOZUZHZHIXIAN;?????????;469036
18;Hainan;XISHAQUNDAO;????;469037
18;Hainan;NANSHAQUNDAO;????;469038
18;Hainan;ZHONGSHAQUNDAODEDAOJIAOJIQIHAIYU;???????????;469039
18;Hainan;ZHENDONG;???;460102
18;Hainan;XINHUA;???;460103
18;Hainan;XIUYING;???;460104
18;Hainan;SANYA;???;460201
19;Shanxi;XIAODIAN;???;140105
19;Shanxi;YINGZE;???;140106
19;Shanxi;XINGHUALING;????;140107
19;Shanxi;JIANCAOPING;????;140108
19;Shanxi;WANBAILIN;????;140109
19;Shanxi;JINYUAN;???;140110
19;Shanxi;QINGXU;???;140121
19;Shanxi;YANGQU;???;140122
19;Shanxi;LOUFAN;???;140123
19;Shanxi;GUJIAO;???;140181
19;Shanxi;DATONG CHENGQU;?????;140202
19;Shanxi;DATONG KUANGQU;?????;140203
19;Shanxi;DATONG NANJIAOQU;?????;140211
19;Shanxi;XINRONG;???;140212
19;Shanxi;YANGGAO;???;140221
19;Shanxi;TIANZHEN;???;140222
19;Shanxi;GUANGLING;???;140223
19;Shanxi;LINGQIU;???;140224
19;Shanxi;HUNYUAN;???;140225
19;Shanxi;ZUOYUN;???;140226
19;Shanxi;DATONG;???;140227
19;Shanxi;YANGQUAN CHENG;?????;140302
19;Shanxi;YANGQUAN KUANGQU;?????;140303
19;Shanxi;YANGQUAN JIAOQU;?????;140311
19;Shanxi;PINGDING;???;140321
19;Shanxi;YUXIAN;??;140322
19;Shanxi;CHANGZHI CHENGQU;?????;140402
19;Shanxi;CHANGZHI JIAOQU;?????;140411
19;Shanxi;CHANGZHI;???;140421
19;Shanxi;XIANGYUAN;???;140423
19;Shanxi;TUNLIU;???;140424
19;Shanxi;PINGSHUN;???;140425
19;Shanxi;LICHENG;???;140426
19;Shanxi;HUGUAN;???;140427
19;Shanxi;CHANGZI;???;140428
19;Shanxi;WUXIANG;???;140429
19;Shanxi;QINXIAN;??;140430
19;Shanxi;QINYUAN;???;140431
19;Shanxi;LUCHENG;???;140481
19;Shanxi;JINCHENG CHENGQU;????;140502
19;Shanxi;QINSHUI;???;140521
19;Shanxi;YANGCHENG;???;140522
19;Shanxi;LINGCHUAN;???;140524
19;Shanxi;ZEZHOU;???;140525
19;Shanxi;GAOPING;???;140581
19;Shanxi;SHUOCHENG;???;140602
19;Shanxi;PINGLU;???;140603
19;Shanxi;SHANYIN;???;140621
19;Shanxi;YINGXIAN;??;140622
19;Shanxi;YOUYU;???;140623
19;Shanxi;HUAIREN;???;140624
19;Shanxi;YUCI;???;140702
19;Shanxi;YUSHE;???;140721
19;Shanxi;ZUOQUAN;???;140722
19;Shanxi;HESHUN;???;140723
19;Shanxi;XIYANG;???;140724
19;Shanxi;SHOUYANG;???;140725
19;Shanxi;TAIGU;???;140726
19;Shanxi;QIXIAN;??;140727
19;Shanxi;PINGYAO;???;140728
19;Shanxi;LINGSHI;???;140729
19;Shanxi;JIEXIU;???;140781
19;Shanxi;YANHU;???;140802
19;Shanxi;LINYI;???;140821
19;Shanxi;WANRONG;???;140822
